design,outcome,model,r2_in,rmse_in,r2_cv,rmse_cv,increment_M3_minus_M2,increment_M4_minus_M3
J-S06-D05,mean_signed_shift,M3 spline + regime,0.195714475218018,0.0002388145269671657,0.19426351658089414,0.00023902984469434816,-7.424658081345292e-05,-0.005241315062740948
J-S06-D05,mean_signed_shift,M4 regime-specific splines,0.19685036133343203,0.00023864582944531663,0.1890222015181532,0.00023980602892789327,-7.424658081345292e-05,-0.005241315062740948
J-S06-D05,conversion_rate,M1 regime,0.0004690519049856956,0.0014623676111868227,-0.0012396991539243007,0.0014636170748245354,-0.0007673368429027549,-0.002941466885119537
J-S06-D05,conversion_rate,M2 spline(exposure),0.007033071710734751,0.0014575579445344278,0.0017656025972846434,0.0014614188416635907,-0.0007673368429027549,-0.002941466885119537
J-S06-D05,conversion_rate,M3 spline + regime,0.00759123989365329,0.0014571482245283392,0.0009982657543818885,0.001461980425747624,-0.0007673368429027549,-0.002941466885119537
J-S06-D05,conversion_rate,M4 regime-specific splines,0.009815584909631636,0.0014555143118033926,-0.0019432011307376484,0.00146413117584476,-0.0007673368429027549,-0.002941466885119537
J-S06-D50,mean_total_shift,M1 regime,0.0432235434743683,0.0012499904155278535,0.04282669440942166,0.0012502496224181033,0.04721781694762561,-0.0019575933070449247
J-S06-D50,mean_total_shift,M2 spline(exposure),0.3837754743843267,0.0010031616764659206,0.38266565593001567,0.001004064615630998,0.04721781694762561,-0.0019575933070449247
J-S06-D50,mean_total_shift,M3 spline + regime,0.4312328364956842,0.0009637595636295825,0.4298834728776413,0.0009649021152508487,0.04721781694762561,-0.0019575933070449247
J-S06-D50,mean_total_shift,M4 regime-specific splines,0.43027949649269615,0.0009645669290318631,0.42792587957059636,0.0009665572744656708,0.04721781694762561,-0.0019575933070449247
J-S06-D50,mean_signed_shift,M1 regime,0.0003671523143838895,0.0016890230156088723,0.0001259476932032877,0.0016892267782127274,0.0006440048429259271,-0.0022088592912088423
J-S06-D50,mean_signed_shift,M2 spline(exposure),0.26570323692392606,0.001447608468922421,0.26430132000330353,0.00144898969459906,0.0006440048429259271,-0.0022088592912088423
J-S06-D50,mean_signed_shift,M3 spline + regime,0.26650255568958925,0.001446820357265987,0.26494532484622946,0.0014483553583493308,0.0006440048429259271,-0.0022088592912088423
J-S06-D50,mean_signed_shift,M4 regime-specific splines,0.26532747278791236,0.0014479788163079927,0.2627364655550206,0.0014505298995583572,0.0006440048429259271,-0.0022088592912088423
J-S06-D50,conversion_rate,M1 regime,0.0004580321117642061,0.004409310409150125,-0.0006393077779460743,0.004411730109923362,-8.702399393756277e-05,-0.00040255998436544704
J-S06-D50,conversion_rate,M2 spline(exposure),0.017343489264243006,0.004371908105448179,0.014341127669283527,0.004378581870879713,-8.702399393756277e-05,-0.00040255998436544704
J-S06-D50,conversion_rate,M3 spline + regime,0.017915764908085774,0.004370634872700198,0.014254103675345964,0.004378775159492383,-8.702399393756277e-05,-0.00040255998436544704
J-S06-D50,conversion_rate,M4 regime-specific splines,0.01983438946487248,0.0043663634941947605,0.013851543690980517,0.004379669172715117,-8.702399393756277e-05,-0.00040255998436544704
J-S06-D95,mean_total_shift,M1 regime,0.08066208130650443,0.0023178288924475864,0.08052134129131217,0.0023180063020719825,0.06751596552005179,-0.0027663153311985322
J-S06-D95,mean_total_shift,M2 spline(exposure),0.41216213065865437,0.0018534145403085306,0.4113363150506525,0.0018547159548308555,0.06751596552005179,-0.0027663153311985322
J-S06-D95,mean_total_shift,M3 spline + regime,0.4799946375825149,0.00174320192431752,0.4788522805707043,0.0017451156223498511,0.06751596552005179,-0.0027663153311985322
J-S06-D95,mean_total_shift,M4 regime-specific splines,0.477861286697398,0.0017467740557144654,0.47608596523950575,0.0017497411350168078,0.06751596552005179,-0.0027663153311985322
J-S06-D95,mean_signed_shift,M1 regime,0.0031977934741621583,0.0030634542265698915,0.003057673020979035,0.003063669533833347,0.0009796164242353855,-0.003242484374445076
J-S06-D95,mean_signed_shift,M2 spline(exposure),0.360685683414639,0.0024533760155026085,0.3595309986454107,0.002455590574025016,0.0009796164242353855,-0.003242484374445076
J-S06-D95,mean_signed_shift,M3 spline + regime,0.3619184355762346,0.0024510095238877002,0.3605106150696461,0.0024537119058992895,0.0009796164242353855,-0.003242484374445076
J-S06-D95,mean_signed_shift,M4 regime-specific splines,0.3598561417342496,0.0024549671873659654,0.357268130695201,0.0024599247242462347,0.0009796164242353855,-0.003242484374445076
J-S06-D95,conversion_rate,M1 regime,0.005266891584994271,0.00598556220615444,0.004140809051245031,0.005988949210424352,0.00286020967012679,0.0011720966351506101
J-S06-D95,conversion_rate,M2 spline(exposure),0.04818691755780258,0.005855008056310427,0.04507230968916709,0.005864579872692436,0.00286020967012679,0.0011720966351506101
J-S06-D95,conversion_rate,M3 spline + regime,0.05217382678133886,0.005842732598922374,0.04793251935929388,0.005855790459922475,0.00286020967012679,0.0011720966351506101
J-S06-D95,conversion_rate,M4 regime-specific splines,0.05498210331398712,0.00583407057786528,0.04910461599444449,0.005852184798466527,0.00286020967012679,0.0011720966351506101
J-S14-D50,mean_total_shift,M1 regime,0.06898434351069382,0.003011626762861667,0.06869597822218365,0.00301209312525748,0.06769225200462536,0.0021207154204867518
J-S14-D50,mean_total_shift,M2 spline(exposure),0.15706100562379777,0.002865634044321562,0.15470694371113236,0.0028696326591633567,0.06769225200462536,0.0021207154204867518
J-S14-D50,mean_total_shift,M3 spline + regime,0.22479157978123332,0.0027480959768103976,0.22239919571575772,0.002752333183376867,0.06769225200462536,0.0021207154204867518
J-S14-D50,mean_total_shift,M4 regime-specific splines,0.22724428697523846,0.002743745137416206,0.22451991113624448,0.002748577464171776,0.06769225200462536,0.0021207154204867518
J-S14-D50,mean_signed_shift,M1 regime,0.00430201641529282,0.0042037505800678245,0.004063334610697633,0.0042042543968218585,0.00404141924179513,0.001526473856844679
J-S14-D50,mean_signed_shift,M2 spline(exposure),0.08391250075575307,0.004032195725325735,0.08167284268775199,0.004037121688634981,0.00404141924179513,0.001526473856844679
J-S14-D50,mean_signed_shift,M3 spline + regime,0.08808326242083908,0.004023006367025173,0.08571426192954712,0.0040282285117933265,0.00404141924179513,0.001526473856844679
J-S14-D50,mean_signed_shift,M4 regime-specific splines,0.09067166727952691,0.004017292814161106,0.0872407357863918,0.0040248643806698615,0.00404141924179513,0.001526473856844679
J-S14-D50,conversion_rate,M1 regime,0.0033047892481475882,0.007209311727559124,0.0024040362537628424,0.007212568662347411,0.0027746459718634986,-0.002567833421316057
J-S14-D50,conversion_rate,M2 spline(exposure),0.02163530221906984,0.007142709802942507,0.01889044309962218,0.007152722429208096,0.0027746459718634986,-0.002567833421316057
J-S14-D50,conversion_rate,M3 spline + regime,0.024925474759471933,0.007130689470008996,0.021665089071485677,0.007142601070246691,0.0027746459718634986,-0.002567833421316057
J-S14-D50,conversion_rate,M4 regime-specific splines,0.025413773016515817,0.007128903791491082,0.01909725565016962,0.007151968512011788,0.0027746459718634986,-0.002567833421316057
J-S14-D95,mean_total_shift,M1 regime,0.11893773775634242,0.005685100483079801,0.11883825510977475,0.005685421432519072,0.10960390832740752,-0.0035216637348672863
J-S14-D95,mean_total_shift,M2 spline(exposure),0.1412142849680742,0.005612770065273257,0.1393473315182714,0.0056188676815704655,0.10960390832740752,-0.0035216637348672863
J-S14-D95,mean_total_shift,M3 spline + regime,0.25060104773496616,0.005243139176602362,0.2489512398456789,0.005248907410417727,0.10960390832740752,-0.0035216637348672863
J-S14-D95,mean_total_shift,M4 regime-specific splines,0.2519610874160778,0.005238379284956612,0.24542957611081162,0.005261199068179578,0.10960390832740752,-0.0035216637348672863
J-S14-D95,mean_signed_shift,M1 regime,0.017049822226844147,0.0075831821225509815,0.01696050259556947,0.007583526652548581,0.013915472770841375,-0.0037151715027843313
J-S14-D95,mean_signed_shift,M2 spline(exposure),0.11378637931741542,0.0072003721583493935,0.11201493723206701,0.00720756493577916,0.013915472770841375,-0.0037151715027843313
J-S14-D95,mean_signed_shift,M3 spline + regime,0.12779155312344825,0.007143250458910106,0.1259304100029084,0.007150867632849048,0.013915472770841375,-0.0037151715027843313
J-S14-D95,mean_signed_shift,M4 regime-specific splines,0.12928250105639727,0.007137142532650087,0.12221523850012406,0.007166048649221089,0.013915472770841375,-0.0037151715027843313
J-S14-D95,conversion_rate,M1 regime,0.010739294454625958,0.010505595575279972,0.009060663968190164,0.01051450502566247,0.008322208398335973,-0.001884654953327125
J-S14-D95,conversion_rate,M2 spline(exposure),0.046966566073440075,0.010311441139764193,0.044072998906295124,0.010327082896590812,0.008322208398335973,-0.001884654953327125
J-S14-D95,conversion_rate,M3 spline + regime,0.05635778064478858,0.010260510766323987,0.0523952073046311,0.010282031334098678,0.008322208398335973,-0.001884654953327125
J-S14-D95,conversion_rate,M4 regime-specific splines,0.05676860338926637,0.010258277022436398,0.05051055235130397,0.010292251024797588,0.008322208398335973,-0.001884654953327125
J-S18-D05,mean_total_shift,M1 regime,0.0015009262531284762,0.0006862858442196054,0.0008425747977046649,0.0006865120551622966,0.001189558054795703,-0.0018232494494667684
J-S18-D05,mean_total_shift,M2 spline(exposure),0.4517179226365722,0.0005085495010675834,0.44984376143022475,0.0005094179323822585,0.001189558054795703,-0.0018232494494667684
J-S18-D05,mean_total_shift,M3 spline + regime,0.4532521158441515,0.0005078374955305332,0.45103331948502046,0.0005088668978912085,0.001189558054795703,-0.0018232494494667684
J-S18-D05,mean_total_shift,M4 regime-specific splines,0.45356501604587773,0.0005076921587120332,0.4492100700355537,0.0005097112316612152,0.001189558054795703,-0.0018232494494667684
J-S18-D05,mean_signed_shift,M1 regime,9.122295223318311e-05,0.0008382821450830347,-0.0002132579472535756,0.0008384097674619994,-2.506766604448707e-05,-0.0025459710878736885
J-S18-D05,mean_signed_shift,M2 spline(exposure),0.10537412035805127,0.0007929225233586878,0.10350902919324956,0.0007937486244421157,-2.506766604448707e-05,-0.0025459710878736885
J-S18-D05,mean_signed_shift,M3 spline + regime,0.10550777884408014,0.0007928632892223061,0.10348396152720507,0.0007937597217576481,-2.506766604448707e-05,-0.0025459710878736885
J-S18-D05,mean_signed_shift,M4 regime-specific splines,0.10693841631742462,0.000792228988657915,0.10093799043933138,0.0007948860019878156,-2.506766604448707e-05,-0.0025459710878736885
J-S18-D05,conversion_rate,M1 regime,0.0006704341095775668,0.0026814184436293968,-0.001043736473903989,0.00268371720441113,-0.0008651837374379356,-0.003994517566629052
J-S18-D05,conversion_rate,M2 spline(exposure),0.011334426128290609,0.0026670731665693315,0.007551749449264733,0.0026721704634842685,-0.0008651837374379356,-0.003994517566629052
J-S18-D05,conversion_rate,M3 spline + regime,0.012034664372125636,0.0026661285006054783,0.006686565711826797,0.0026733349648994723,-0.0008651837374379356,-0.003994517566629052
J-S18-D05,conversion_rate,M4 regime-specific splines,0.01339676774704257,0.002664289976995837,0.002692048145197745,0.0026787048556157164,-0.0008651837374379356,-0.003994517566629052
J-S18-D50,mean_total_shift,M1 regime,0.08854019603298036,0.0038940317534864855,0.08811359865091606,0.003894942923356993,0.08576677581533965,0.001451691940582589
J-S18-D50,mean_total_shift,M2 spline(exposure),0.12716232264979144,0.0038106360412738433,0.12433520991061153,0.003816802358669088,0.08576677581533965,0.001451691940582589
J-S18-D50,mean_total_shift,M3 spline + regime,0.21278594243734117,0.003618904717477549,0.21010198572595118,0.0036250686818040585,0.08576677581533965,0.001451691940582589
J-S18-D50,mean_total_shift,M4 regime-specific splines,0.21503040681435093,0.003613742017111479,0.21155367766653377,0.003621736034427181,0.08576677581533965,0.001451691940582589
J-S18-D50,mean_signed_shift,M1 regime,0.008324592377908058,0.005443473726409024,0.008149202661497879,0.005443955077008079,0.007860731094561202,0.0005860790440159747
J-S18-D50,mean_signed_shift,M2 spline(exposure),0.06058512075093725,0.005298099091120453,0.058346552711068145,0.005304407857598088,0.007860731094561202,0.0005860790440159747
J-S18-D50,mean_signed_shift,M3 spline + regime,0.06848643438224788,0.005275771182725611,0.06620728380562935,0.005282221400606769,0.007860731094561202,0.0005860790440159747
J-S18-D50,mean_signed_shift,M4 regime-specific splines,0.07058807448597959,0.005269816340141108,0.06679336284964532,0.005280563492420119,0.007860731094561202,0.0005860790440159747
J-S18-D50,conversion_rate,M1 regime,0.00561703754678633,0.008429361991188539,0.004551663679018825,0.008433876357497185,0.004787887911626321,0.0020794883599437597
J-S18-D50,conversion_rate,M2 spline(exposure),0.018906021420588393,0.008372847331316751,0.015331246111287333,0.008388087376338548,0.004787887911626321,0.0020794883599437597
J-S18-D50,conversion_rate,M3 spline + regime,0.024612733469249637,0.008348460720575806,0.020119134022913654,0.008367669260408241,0.004787887911626321,0.0020794883599437597
J-S18-D50,conversion_rate,M4 regime-specific splines,0.02947392467133103,0.008327630965487522,0.022198622382857414,0.008358785674150892,0.004787887911626321,0.0020794883599437597
J-S18-D95,mean_total_shift,M1 regime,0.1539329223998146,0.007269900217217784,0.1537903858414449,0.007270512569916878,0.14549890823091027,-0.004351333143189362
J-S18-D95,mean_total_shift,M2 spline(exposure),0.10613712463341485,0.0074724239218752495,0.10383160524150592,0.007482054439154854,0.14549890823091027,-0.004351333143189362
J-S18-D95,mean_total_shift,M3 spline + regime,0.25166608444576366,0.006837128877314094,0.2493305134724162,0.006847790000116198,0.14549890823091027,-0.004351333143189362
J-S18-D95,mean_total_shift,M4 regime-specific splines,0.252846282335774,0.006831735329801743,0.24497918032922683,0.006867608282628237,0.14549890823091027,-0.004351333143189362
J-S18-D95,mean_signed_shift,M1 regime,0.02838830144197657,0.00976372339992765,0.02833253270087943,0.009764003605873085,0.02527445347997137,-0.004756346118896304
J-S18-D95,mean_signed_shift,M2 spline(exposure),0.08277947094679383,0.009486499392721013,0.08019462340599948,0.009499857087078015,0.02527445347997137,-0.004756346118896304
J-S18-D95,mean_signed_shift,M3 spline + regime,0.1082206231593571,0.009354009623269582,0.10546907688597085,0.00936842920293048,0.02527445347997137,-0.004756346118896304
J-S18-D95,mean_signed_shift,M4 regime-specific splines,0.10908643502041515,0.009349467704387094,0.10071273076707454,0.009393302807306613,0.02527445347997137,-0.004756346118896304
J-S18-D95,conversion_rate,M1 regime,0.014877199093619509,0.013171877183764008,0.013907972874013241,0.013178355254381215,0.012943847590728308,-0.005456581409270078
J-S18-D95,conversion_rate,M2 spline(exposure),0.04392563620236323,0.012976223696302868,0.04118271564500653,0.012994824372287127,0.012943847590728308,-0.005456581409270078
J-S18-D95,conversion_rate,M3 spline + regime,0.05737742240784249,0.012884613809800346,0.05412656323573484,0.012906812521453884,0.012943847590728308,-0.005456581409270078
J-S18-D95,conversion_rate,M4 regime-specific splines,0.05799990740865568,0.012880358764568991,0.04866998182646476,0.012943987576815735,0.012943847590728308,-0.005456581409270078
NC-NoOp,mean_total_shift,M1 regime,0.8243989909264253,0.024308654487932,0.8243981556942543,0.024308712298949788,0.0013059410773025304,0.00020212029177335555
NC-NoOp,mean_total_shift,M2 spline(exposure),0.979562093998535,0.008293075436923047,0.9795112019819046,0.008303394227024571,0.0013059410773025304,0.00020212029177335555
NC-NoOp,mean_total_shift,M3 spline + regime,0.9808656888388566,0.008024238588403777,0.9808171430592071,0.008034411312942588,0.0013059410773025304,0.00020212029177335555
NC-NoOp,mean_total_shift,M4 regime-specific splines,0.9810583831323609,0.007983731836997052,0.9810192633509804,0.007991971913712205,0.0013059410773025304,0.00020212029177335555
NC-NoOp,mean_signed_shift,M1 regime,0.8219874030106629,0.020066315603080656,0.8219848028996912,0.020066462150172614,0.0007661743195898074,8.886534041951943e-05
NC-NoOp,mean_signed_shift,M2 spline(exposure),0.959427897552863,0.009579790844466259,0.9593449046560567,0.00958958388421877,0.0007661743195898074,8.886534041951943e-05
NC-NoOp,mean_signed_shift,M3 spline + regime,0.960198017985816,0.009488435726295418,0.9601110789756465,0.009498792814014239,0.0007661743195898074,8.886534041951943e-05
NC-NoOp,mean_signed_shift,M4 regime-specific splines,0.9602864126084307,0.009477893627080963,0.960199944316066,0.009488206113585237,0.0007661743195898074,8.886534041951943e-05
NC-NoOp,conversion_rate,M1 regime,0.7403738295301407,0.032903693134237674,0.7403619221676334,0.03290444766470178,0.0006671748331614769,8.411195903545998e-05
NC-NoOp,conversion_rate,M2 spline(exposure),0.9254449422003221,0.01763230006791029,0.9253155896730376,0.017647589400482392,0.0006671748331614769,8.411195903545998e-05
NC-NoOp,conversion_rate,M3 spline + regime,0.9261656934718858,0.017546864103640526,0.9259827645061991,0.017568587366000234,0.0006671748331614769,8.411195903545998e-05
NC-NoOp,conversion_rate,M4 regime-specific splines,0.9262542887276984,0.017536333527769742,0.9260668764652346,0.01755860220277326,0.0006671748331614769,8.411195903545998e-05
PC-M01,mean_total_shift,M1 regime,0.08050774706578967,0.008649041408457911,0.08048838130792857,0.008649132488268102,0.08626381942305794,-0.004402145230917753
PC-M01,mean_total_shift,M2 spline(exposure),0.8013238987060214,0.0040203767579418586,0.7999423211970896,0.004034331227502267,0.08626381942305794,-0.004402145230917753
PC-M01,mean_total_shift,M3 spline + regime,0.8869017695516226,0.0030333452522695735,0.8862061406201476,0.0030426594919671177,0.08626381942305794,-0.004402145230917753
PC-M01,mean_total_shift,M4 regime-specific splines,0.8813503162509375,0.003106899688834872,0.8818039953892298,0.0031009540954014085,0.08626381942305794,-0.004402145230917753
PC-M01,mean_signed_shift,M1 regime,0.07887533137350577,0.005734068837077757,0.0788289096094883,0.005734213324705674,0.08383757874191222,-0.005205205218143383
PC-M01,mean_signed_shift,M2 spline(exposure),0.6559481120852356,0.003504416111379492,0.6538641161159269,0.0035150135872687987,0.08383757874191222,-0.005205205218143383
PC-M01,mean_signed_shift,M3 spline + regime,0.7390239760077655,0.0030521368390938773,0.7377016948578391,0.0030598591651820437,0.08383757874191222,-0.005205205218143383
PC-M01,mean_signed_shift,M4 regime-specific splines,0.7330491298398933,0.0030868772928304418,0.7324964896396957,0.0030900708589233473,0.08383757874191222,-0.005205205218143383
PC-M01,conversion_rate,M1 regime,0.04530411363822895,0.00810357330642145,0.044614683616315154,0.008106498760765598,0.047432037184723885,-0.007813740734086472
PC-M01,conversion_rate,M2 spline(exposure),0.44150335629434634,0.00619803926692552,0.43974722705310465,0.006207776133950058,0.047432037184723885,-0.007813740734086472
PC-M01,conversion_rate,M3 spline + regime,0.48930166689892796,0.005926881711905589,0.48717926423782854,0.005939184657047293,0.047432037184723885,-0.007813740734086472
PC-M01,conversion_rate,M4 regime-specific splines,0.48046805741315746,0.005977920937337033,0.47936552350374206,0.005984260651008902,0.047432037184723885,-0.007813740734086472
PC-M05,mean_total_shift,M1 regime,0.7317926118312037,0.0028254476872652955,0.731785153846709,0.0028254869702967985,0.7399744862309531,0.08046910191386969
PC-M05,mean_total_shift,M2 spline(exposure),0.14825837427316946,0.005035073776948584,0.1432929345088596,0.00504972905662189,0.7399744862309531,0.08046910191386969
PC-M05,mean_total_shift,M3 spline + regime,0.8842219845723025,0.001856371758765687,0.8832674207398127,0.0018640087346879204,0.7399744862309531,0.08046910191386969
PC-M05,mean_total_shift,M4 regime-specific splines,0.963084803923271,0.0010482249487231764,0.9637365226536824,0.0010389308100737821,0.7399744862309531,0.08046910191386969
PC-M05,mean_signed_shift,M1 regime,0.7008589672393818,0.001835565834391102,0.70081540868669,0.001835699469820521,0.7087090967364226,0.06910428083511255
PC-M05,mean_signed_shift,M2 spline(exposure),0.1349247534055804,0.003121468191945513,0.12858020072611742,0.003132893868653587,0.7087090967364226,0.06910428083511255
PC-M05,mean_signed_shift,M3 spline + regime,0.8388948907748346,0.0013470590315256682,0.83728929746254,0.0013537548679092499,0.7087090967364226,0.06910428083511255
PC-M05,mean_signed_shift,M4 regime-specific splines,0.9062209569557135,0.0010277438095101239,0.9063935782976525,0.0010267974774407042,0.7087090967364226,0.06910428083511255
PC-M05,conversion_rate,M1 regime,0.46147446501872014,0.0034139207198210747,0.4610917893900117,0.003415133468492678,0.4665578453856387,0.048550377866160344
PC-M05,conversion_rate,M2 spline(exposure),0.08894634459375539,0.0044404016822208806,0.08642509800045162,0.004446541613033737,0.4665578453856387,0.048550377866160344
PC-M05,conversion_rate,M3 spline + regime,0.5543591913888525,0.0031055802619119914,0.5529829433860903,0.0031103719616492405,0.4665578453856387,0.048550377866160344
PC-M05,conversion_rate,M4 regime-specific splines,0.6029307032158531,0.002931456367230103,0.6015333212522507,0.00293661008547758,0.4665578453856387,0.048550377866160344
