effect,order,ss,share_sys,design,outcome
message_condition × inoculation,2,0.00019143397794302297,1.3270226525264888e-05,S-A18,mean_signed_shift
message_condition × seeding_regime,2,0.3123247806162013,0.02165039160114108,S-A18,mean_signed_shift
inoculation × seeding_regime,2,0.007878976740769872,0.0005461716214685185,S-A18,mean_signed_shift
topology × message_condition × inoculation,3,0.00014752797668171613,1.0226657202740957e-05,S-A18,mean_signed_shift
topology × message_condition × seeding_regime,3,0.0002948050491351495,2.043592169400386e-05,S-A18,mean_signed_shift
topology × inoculation × seeding_regime,3,0.0007057897829998439,4.892543319772159e-05,S-A18,mean_signed_shift
message_condition × inoculation × seeding_regime,3,0.00021383347176850975,1.4822962148843436e-05,S-A18,mean_signed_shift
topology × message_condition × inoculation × seeding_regime,4,0.0002739946667720261,1.899334346936801e-05,S-A18,mean_signed_shift
topology,1,0.011795591767223567,0.00040289600209189775,S-A18,conversion_rate
message_condition,1,0.5792554285767426,0.019785331755214776,S-A18,conversion_rate
inoculation,1,0.01080645021345882,0.00036911039935324114,S-A18,conversion_rate
seeding_regime,1,27.618726425576117,0.9433587292037693,S-A18,conversion_rate
topology × message_condition,2,0.0020555428102948525,7.02101256757442e-05,S-A18,conversion_rate
topology × inoculation,2,0.0029961713870371616,0.00010233869544160607,S-A18,conversion_rate
topology × seeding_regime,2,0.01988130769235852,0.0006790756702743663,S-A18,conversion_rate
message_condition × inoculation,2,0.0010396538989078108,3.551092710694961e-05,S-A18,conversion_rate
message_condition × seeding_regime,2,0.9920649978626166,0.033885457325235666,S-A18,conversion_rate
inoculation × seeding_regime,2,0.01787239897013393,0.0006104584013213275,S-A18,conversion_rate
topology × message_condition × inoculation,3,0.0018664032129763752,6.37497810740742e-05,S-A18,conversion_rate
topology × message_condition × seeding_regime,3,0.004809260590246112,0.00016426745712007262,S-A18,conversion_rate
topology × inoculation × seeding_regime,3,0.006925076737729796,0.00023653630838291241,S-A18,conversion_rate
message_condition × inoculation × seeding_regime,3,0.002321997454881597,7.931128084975762e-05,S-A18,conversion_rate
topology × message_condition × inoculation × seeding_regime,4,0.004596979111259003,0.00015701666708851895,S-A18,conversion_rate
topology,1,4.598071588499926e-07,0.008784177266385635,J-S06-D05,mean_total_shift
message_condition,1,4.3776222330946326e-05,0.8363029796436761,J-S06-D05,mean_total_shift
inoculation,1,1.5663087932349186e-06,0.029922835755940756,J-S06-D05,mean_total_shift
seeding_regime,1,3.1379476789018766e-08,0.0005994749784465622,J-S06-D05,mean_total_shift
topology × message_condition,2,7.848975789024029e-07,0.014994719713106796,J-S06-D05,mean_total_shift
topology × inoculation,2,5.086180115330115e-07,0.009716662057539032,J-S06-D05,mean_total_shift
topology × seeding_regime,2,8.429681771742778e-08,0.0016104103113010824,J-S06-D05,mean_total_shift
message_condition × inoculation,2,2.1921614272508207e-07,0.004187915347308963,J-S06-D05,mean_total_shift
message_condition × seeding_regime,2,5.7011233992322846e-08,0.0010891452556251611,J-S06-D05,mean_total_shift
inoculation × seeding_regime,2,4.670987749781252e-07,0.008923476638731529,J-S06-D05,mean_total_shift
topology × message_condition × inoculation,3,6.662141634410063e-07,0.012727386245310316,J-S06-D05,mean_total_shift
topology × message_condition × seeding_regime,3,5.154463372022893e-07,0.009847110707493863,J-S06-D05,mean_total_shift
topology × inoculation × seeding_regime,3,3.2671624763993206e-07,0.006241602332280775,J-S06-D05,mean_total_shift
message_condition × inoculation × seeding_regime,3,3.140041999397572e-07,0.005998750784043973,J-S06-D05,mean_total_shift
topology × message_condition × inoculation × seeding_regime,4,2.567694409379327e-06,0.04905335296280965,J-S06-D05,mean_total_shift
topology,1,6.94277541798165e-07,0.005784036646392569,J-S06-D05,mean_signed_shift
message_condition,1,0.00010911336308187297,0.9090250694875052,J-S06-D05,mean_signed_shift
inoculation,1,3.4822645898167078e-06,0.02901079868977012,J-S06-D05,mean_signed_shift
seeding_regime,1,1.984971974669561e-09,1.6536831385637237e-05,J-S06-D05,mean_signed_shift
topology × message_condition,2,7.595109584555295e-07,0.00632749722202686,J-S06-D05,mean_signed_shift
topology × inoculation,2,7.314352294284683e-07,0.006093597901092296,J-S06-D05,mean_signed_shift
topology × seeding_regime,2,2.5679924218119096e-07,0.002139398350254651,J-S06-D05,mean_signed_shift
message_condition × inoculation,2,2.8233899539017125e-07,0.0023521704184940543,J-S06-D05,mean_signed_shift
message_condition × seeding_regime,2,4.975840983861054e-07,0.00414538060999836,J-S06-D05,mean_signed_shift
inoculation × seeding_regime,2,1.1732652348827626e-07,0.0009774490324034014,J-S06-D05,mean_signed_shift
topology × message_condition × inoculation,3,5.248502236681864e-07,0.004372535109952696,J-S06-D05,mean_signed_shift
topology × message_condition × seeding_regime,3,6.244759554531091e-07,0.0052025185803602535,J-S06-D05,mean_signed_shift
topology × inoculation × seeding_regime,3,3.544560054696892e-07,0.002952978314494611,J-S06-D05,mean_signed_shift
message_condition × inoculation × seeding_regime,3,4.992960648947511e-07,0.004159643028739081,J-S06-D05,mean_signed_shift
topology × message_condition × inoculation × seeding_regime,4,2.093429153845295e-06,0.01744038977713016,J-S06-D05,mean_signed_shift
topology,1,7.751552814971192e-06,0.0213908181159658,J-S06-D05,conversion_rate
message_condition,1,4.318059750004176e-05,0.11915913228097556,J-S06-D05,conversion_rate
inoculation,1,3.6780562316545995e-06,0.010149789822713154,J-S06-D05,conversion_rate
seeding_regime,1,4.335323647756236e-06,0.011963553862897039,J-S06-D05,conversion_rate
topology × message_condition,2,2.1493312740726903e-05,0.059311928141480154,J-S06-D05,conversion_rate
topology × inoculation,2,9.461750251860429e-06,0.026110197985794434,J-S06-D05,conversion_rate
topology × seeding_regime,2,1.3005223705299927e-05,0.03588859954617382,J-S06-D05,conversion_rate
message_condition × inoculation,2,8.923630642635968e-06,0.024625228591878514,J-S06-D05,conversion_rate
message_condition × seeding_regime,2,1.2118087236857293e-05,0.033440499753336746,J-S06-D05,conversion_rate
inoculation × seeding_regime,2,1.1874624478153055e-06,0.0032768651452258894,J-S06-D05,conversion_rate
topology × message_condition × inoculation,3,5.659615691042786e-05,0.15618007480971055,J-S06-D05,conversion_rate
topology × message_condition × seeding_regime,3,4.91375580489651e-05,0.13559767855262042,J-S06-D05,conversion_rate
topology × inoculation × seeding_regime,3,2.7484631452821634e-05,0.07584528757337058,J-S06-D05,conversion_rate
message_condition × inoculation × seeding_regime,3,8.02296682815608e-06,0.022139799375430244,J-S06-D05,conversion_rate
topology × message_condition × inoculation × seeding_regime,4,9.600126542082862e-05,0.264920546442427,J-S06-D05,conversion_rate
topology,1,0.00015584859459448144,0.028011128254904302,J-S06-D50,mean_total_shift
message_condition,1,0.004859852513219768,0.8734756473225089,J-S06-D50,mean_total_shift
inoculation,1,0.00013309002614839626,0.023920663523412374,J-S06-D50,mean_total_shift
seeding_regime,1,0.00030493480719648254,0.054806833619452114,J-S06-D50,mean_total_shift
topology × message_condition,2,3.6564757115971694e-06,0.0006571891802104035,J-S06-D50,mean_total_shift
topology × inoculation,2,5.049052961751487e-05,0.00907481202800871,J-S06-D50,mean_total_shift
topology × seeding_regime,2,4.5099807395397986e-06,0.0008105921599813436,J-S06-D50,mean_total_shift
message_condition × inoculation,2,9.98616666909695e-06,0.0017948432327591236,J-S06-D50,mean_total_shift
message_condition × seeding_regime,2,3.5511520921566522e-06,0.0006382590549815198,J-S06-D50,mean_total_shift
inoculation × seeding_regime,2,5.351254473947892e-07,9.617967732363022e-05,J-S06-D50,mean_total_shift
topology × message_condition × inoculation,3,9.902887453380749e-06,0.0017798752133267755,J-S06-D50,mean_total_shift
topology × message_condition × seeding_regime,3,5.194189399525609e-06,0.0009335670034686867,J-S06-D50,mean_total_shift
topology × inoculation × seeding_regime,3,4.108608788462738e-06,0.0007384523936344303,J-S06-D50,mean_total_shift
message_condition × inoculation × seeding_regime,3,6.321999885962326e-06,0.0011362717135432652,J-S06-D50,mean_total_shift
topology × message_condition × inoculation × seeding_regime,4,1.1826910854827698e-05,0.00212568562248446,J-S06-D50,mean_total_shift
topology,1,0.00012151934689630334,0.011669610792245946,J-S06-D50,mean_signed_shift
message_condition,1,0.009857863195944717,0.9466593565388892,J-S06-D50,mean_signed_shift
inoculation,1,0.00027487227747479846,0.026396228893875898,J-S06-D50,mean_signed_shift
seeding_regime,1,4.5264802898277966e-06,0.00043468192176952764,J-S06-D50,mean_signed_shift
topology × message_condition,2,5.592828025230423e-06,0.0005370842417224179,J-S06-D50,mean_signed_shift
topology × inoculation,2,8.034755461282635e-05,0.007715847018504112,J-S06-D50,mean_signed_shift
topology × seeding_regime,2,8.399949064937125e-06,0.0008066545679031168,J-S06-D50,mean_signed_shift
message_condition × inoculation,2,1.5791993882104463e-05,0.0015165191958688372,J-S06-D50,mean_signed_shift
message_condition × seeding_regime,2,2.9674720077813715e-06,0.00028496897203737916,J-S06-D50,mean_signed_shift
inoculation × seeding_regime,2,1.4977842806267053e-06,0.00014383355450859023,J-S06-D50,mean_signed_shift
topology × message_condition × inoculation,3,7.698759492788532e-06,0.000739318710629805,J-S06-D50,mean_signed_shift
topology × message_condition × seeding_regime,3,9.864107127202995e-06,0.0009472589668022642,J-S06-D50,mean_signed_shift
topology × inoculation × seeding_regime,3,4.058888521776263e-06,0.00038977866905968663,J-S06-D50,mean_signed_shift
message_condition × inoculation × seeding_regime,3,5.6477317804323746e-06,0.0005423566980892733,J-S06-D50,mean_signed_shift
topology × message_condition × inoculation × seeding_regime,4,1.2667812235890585e-05,0.0012165012580938339,J-S06-D50,mean_signed_shift
topology,1,0.00011687636964602712,0.01776677136072574,J-S06-D50,conversion_rate
message_condition,1,0.004533089249858015,0.6890901942275445,J-S06-D50,conversion_rate
inoculation,1,1.894192759471361e-05,0.002879426335074722,J-S06-D50,conversion_rate
seeding_regime,1,3.848752527055947e-05,0.005850618596326567,J-S06-D50,conversion_rate
topology × message_condition,2,0.00012531243968094338,0.019049166835083474,J-S06-D50,conversion_rate
topology × inoculation,2,6.273578531057152e-05,0.009536678433153136,J-S06-D50,conversion_rate
topology × seeding_regime,2,0.00022207545066306672,0.03375843867079725,J-S06-D50,conversion_rate
message_condition × inoculation,2,0.00011502405440560592,0.0174851946702089,J-S06-D50,conversion_rate
message_condition × seeding_regime,2,6.838217257180979e-05,0.0103950048150245,J-S06-D50,conversion_rate
inoculation × seeding_regime,2,5.538371731718744e-06,0.0008419065767200479,J-S06-D50,conversion_rate
topology × message_condition × inoculation,3,0.00021583785807225905,0.03281024117169736,J-S06-D50,conversion_rate
topology × message_condition × seeding_regime,3,0.0001760011587175628,0.026754530069920193,J-S06-D50,conversion_rate
topology × inoculation × seeding_regime,3,0.000253779780852711,0.03857792089231329,J-S06-D50,conversion_rate
message_condition × inoculation × seeding_regime,3,0.0001290845618396319,0.019622579853823867,J-S06-D50,conversion_rate
topology × message_condition × inoculation × seeding_regime,4,0.0004972018264258931,0.07558132749158643,J-S06-D50,conversion_rate
topology,1,0.00041105002547828375,0.018480847852747784,J-S06-D95,mean_total_shift
message_condition,1,0.019007993707934625,0.8546011870296935,J-S06-D95,mean_total_shift
inoculation,1,0.0004582579509161941,0.02060332062585305,J-S06-D95,mean_total_shift
seeding_regime,1,0.002036295219745401,0.09155202483105196,J-S06-D95,mean_total_shift
topology × message_condition,2,1.951464315082599e-05,0.0008773801936916196,J-S06-D95,mean_total_shift
topology × inoculation,2,0.0001630834713248336,0.007332248227804659,J-S06-D95,mean_total_shift
topology × seeding_regime,2,1.3316761199990822e-05,0.0005987228375476829,J-S06-D95,mean_total_shift
message_condition × inoculation,2,4.53023193877182e-05,0.002036796545643902,J-S06-D95,mean_total_shift
message_condition × seeding_regime,2,3.551136718044079e-06,0.00015965944124225807,J-S06-D95,mean_total_shift
inoculation × seeding_regime,2,3.555424275120383e-06,0.000159852210212154,J-S06-D95,mean_total_shift
topology × message_condition × inoculation,3,3.757781031939536e-05,0.0016895018905402086,J-S06-D95,mean_total_shift
topology × message_condition × seeding_regime,3,7.667781122606965e-06,0.00034474416132242153,J-S06-D95,mean_total_shift
topology × inoculation × seeding_regime,3,4.292626245643808e-06,0.00019299688022679937,J-S06-D95,mean_total_shift
message_condition × inoculation × seeding_regime,3,8.143663456791628e-06,0.0003661398758796558,J-S06-D95,mean_total_shift
topology × message_condition × inoculation × seeding_regime,4,2.2343756505862483e-05,0.0010045773965424647,J-S06-D95,mean_total_shift
topology,1,0.00040071336452119553,0.010936468555221682,J-S06-D95,mean_signed_shift
message_condition,1,0.03475510883823012,0.9485537259202288,J-S06-D95,mean_signed_shift
inoculation,1,0.0009368412149920273,0.02556873664854779,J-S06-D95,mean_signed_shift
seeding_regime,1,0.00013006126065767985,0.0035496966494611855,J-S06-D95,mean_signed_shift
topology × message_condition,2,2.7114331687512483e-05,0.0007400178335720222,J-S06-D95,mean_signed_shift
topology × inoculation,2,0.0002106509280575045,0.00574918995672106,J-S06-D95,mean_signed_shift
topology × seeding_regime,2,5.1935802096903134e-06,0.00014174577561237135,J-S06-D95,mean_signed_shift
message_condition × inoculation,2,5.651265408691819e-05,0.001542371478256522,J-S06-D95,mean_signed_shift
message_condition × seeding_regime,2,1.4589045570570502e-05,0.0003981714917941076,J-S06-D95,mean_signed_shift
inoculation × seeding_regime,2,3.7286300633506027e-06,0.00010176362720173552,J-S06-D95,mean_signed_shift
topology × message_condition × inoculation,3,3.591818323617213e-05,0.0009802969311803653,J-S06-D95,mean_signed_shift
topology × message_condition × seeding_regime,3,1.4714288633060901e-05,0.00040158968778146274,J-S06-D95,mean_signed_shift
topology × inoculation × seeding_regime,3,7.47352146064314e-06,0.0002039710668216928,J-S06-D95,mean_signed_shift
message_condition × inoculation × seeding_regime,3,1.0538221400492598e-05,0.0002876143826951281,J-S06-D95,mean_signed_shift
topology × message_condition × inoculation × seeding_regime,4,3.0947698743719054e-05,0.0008446399949040242,J-S06-D95,mean_signed_shift
topology,1,0.0001987386433020782,0.008384900326741307,J-S06-D95,conversion_rate
message_condition,1,0.018197733903272312,0.7677731034903557,J-S06-D95,conversion_rate
inoculation,1,0.00023758818869512395,0.010023985511421614,J-S06-D95,conversion_rate
seeding_regime,1,0.0008194858326204214,0.0345745895792124,J-S06-D95,conversion_rate
topology × message_condition,2,0.00027270347462770086,0.011505520091700193,J-S06-D95,conversion_rate
topology × inoculation,2,0.00037821755378620496,0.015957221190752113,J-S06-D95,conversion_rate
topology × seeding_regime,2,0.00011598488414495643,0.004893470523927685,J-S06-D95,conversion_rate
message_condition × inoculation,2,0.00034964325899065896,0.014751654876185898,J-S06-D95,conversion_rate
message_condition × seeding_regime,2,8.567906203234277e-05,0.003614850052779681,J-S06-D95,conversion_rate
inoculation × seeding_regime,2,7.554589941570792e-05,0.0031873259582028725,J-S06-D95,conversion_rate
topology × message_condition × inoculation,3,0.0005498357379860042,0.023197893386467956,J-S06-D95,conversion_rate
topology × message_condition × seeding_regime,3,0.0007588507843349045,0.03201636120583853,J-S06-D95,conversion_rate
topology × inoculation × seeding_regime,3,0.00038199576309480934,0.016116626065112966,J-S06-D95,conversion_rate
message_condition × inoculation × seeding_regime,3,0.0003847776687859357,0.01623399630348696,J-S06-D95,conversion_rate
topology × message_condition × inoculation × seeding_regime,4,0.0008951878308398331,0.03776850143781407,J-S06-D95,conversion_rate
topology,1,0.0011424503209983793,0.0334754366604106,J-S14-D50,mean_total_shift
message_condition,1,0.02872338059913716,0.8416363409824336,J-S14-D50,mean_total_shift
inoculation,1,0.000711924498488933,0.02086041118648753,J-S14-D50,mean_total_shift
seeding_regime,1,0.002903217638889877,0.08506845015117533,J-S14-D50,mean_total_shift
topology × message_condition,2,3.2423384880859996e-05,0.0009500517851374329,J-S14-D50,mean_total_shift
topology × inoculation,2,0.00027289228863305913,0.007996136335510223,J-S14-D50,mean_total_shift
topology × seeding_regime,2,1.1595241778618488e-05,0.0003397572520992277,J-S14-D50,mean_total_shift
message_condition × inoculation,2,6.396544355798811e-05,0.0018742794456123558,J-S14-D50,mean_total_shift
message_condition × seeding_regime,2,4.3413926317847906e-05,0.001272090447979236,J-S14-D50,mean_total_shift
inoculation × seeding_regime,2,9.525324405929014e-06,0.000279105697604327,J-S14-D50,mean_total_shift
topology × message_condition × inoculation,3,5.5829604118640824e-05,0.00163588765489262,J-S14-D50,mean_total_shift
topology × message_condition × seeding_regime,3,3.1892759340929056e-05,0.0009345036940512214,J-S14-D50,mean_total_shift
topology × inoculation × seeding_regime,3,1.845752739638648e-05,0.0005408320851322212,J-S14-D50,mean_total_shift
message_condition × inoculation × seeding_regime,3,3.426224292080171e-05,0.0010039329690385078,J-S14-D50,mean_total_shift
topology × message_condition × inoculation × seeding_regime,4,7.278767990581692e-05,0.002132783652435835,J-S14-D50,mean_total_shift
topology,1,0.00060110287057995,0.00910970047080375,J-S14-D50,mean_signed_shift
message_condition,1,0.06233301305911612,0.9446554095863717,J-S14-D50,mean_signed_shift
inoculation,1,0.0017248056017209479,0.02613939006294002,J-S14-D50,mean_signed_shift
seeding_regime,1,0.00032983904388273513,0.0049987032842631635,J-S14-D50,mean_signed_shift
topology × message_condition,2,6.509258969912557e-05,0.000986476731438418,J-S14-D50,mean_signed_shift
topology × inoculation,2,0.0004901337649537508,0.007427966173324292,J-S14-D50,mean_signed_shift
topology × seeding_regime,2,3.33187041424316e-05,0.0005049442111631203,J-S14-D50,mean_signed_shift
message_condition × inoculation,2,9.419143971642341e-05,0.0014274691483381616,J-S14-D50,mean_signed_shift
message_condition × seeding_regime,2,4.0218577160938684e-05,0.0006095116314193839,J-S14-D50,mean_signed_shift
inoculation × seeding_regime,2,3.3626514738464668e-06,5.096090738161557e-05,J-S14-D50,mean_signed_shift
topology × message_condition × inoculation,3,5.90853513932621e-05,0.0008954371701560766,J-S14-D50,mean_signed_shift
topology × message_condition × seeding_regime,3,4.5060249363113036e-05,0.0006828870646411069,J-S14-D50,mean_signed_shift
topology × inoculation × seeding_regime,3,4.091321782709453e-05,0.0006200388950762919,J-S14-D50,mean_signed_shift
message_condition × inoculation × seeding_regime,3,4.027637944682694e-05,0.0006103876237606977,J-S14-D50,mean_signed_shift
topology × message_condition × inoculation × seeding_regime,4,8.450801329462632e-05,0.0012807170389221318,J-S14-D50,mean_signed_shift
topology,1,0.00016669459144513947,0.004491700040670821,J-S14-D50,conversion_rate
message_condition,1,0.029174229545032924,0.7861196149071891,J-S14-D50,conversion_rate
inoculation,1,0.0010197746741013704,0.02747852768002785,J-S14-D50,conversion_rate
seeding_regime,1,0.0007444795174545381,0.020060510961027025,J-S14-D50,conversion_rate
topology × message_condition,2,0.00018839519237734761,0.005076437609207108,J-S14-D50,conversion_rate
topology × inoculation,2,0.0005107045898658513,0.013761285277370087,J-S14-D50,conversion_rate
topology × seeding_regime,2,0.0003170733607335039,0.00854375906833803,J-S14-D50,conversion_rate
message_condition × inoculation,2,0.00014659592722842882,0.003950127755109658,J-S14-D50,conversion_rate
message_condition × seeding_regime,2,0.0002300770030751985,0.006199582572601955,J-S14-D50,conversion_rate
inoculation × seeding_regime,2,0.0001381590809518586,0.0037227911484743093,J-S14-D50,conversion_rate
topology × message_condition × inoculation,3,0.0008330713042584564,0.02244767738880655,J-S14-D50,conversion_rate
topology × message_condition × seeding_regime,3,0.001148962294050128,0.030959576661565878,J-S14-D50,conversion_rate
topology × inoculation × seeding_regime,3,0.0005076654157945681,0.01367939264857366,J-S14-D50,conversion_rate
message_condition × inoculation × seeding_regime,3,0.0003113170430723358,0.008388651142828088,J-S14-D50,conversion_rate
topology × message_condition × inoculation × seeding_regime,4,0.0016744931238654448,0.045120365138209995,J-S14-D50,conversion_rate
topology,1,0.002667501740833732,0.018701376727976622,J-S14-D95,mean_total_shift
message_condition,1,0.11606628264371377,0.8137199102473617,J-S14-D95,mean_total_shift
inoculation,1,0.0027995283748292604,0.019626991801691755,J-S14-D95,mean_total_shift
seeding_regime,1,0.018848340162440923,0.13214233553402985,J-S14-D95,mean_total_shift
topology × message_condition,2,9.588179009252518e-05,0.000672210049734643,J-S14-D95,mean_total_shift
topology × inoculation,2,0.0010796728161009544,0.0075693926522231725,J-S14-D95,mean_total_shift
topology × seeding_regime,2,6.975913426975414e-05,0.0004890687905562244,J-S14-D95,mean_total_shift
message_condition × inoculation,2,0.00022519041638517645,0.0015787696584718379,J-S14-D95,mean_total_shift
message_condition × seeding_regime,2,0.0002592416328063285,0.0018174966353242668,J-S14-D95,mean_total_shift
inoculation × seeding_regime,2,1.996836590803172e-05,0.0001399946353442559,J-S14-D95,mean_total_shift
topology × message_condition × inoculation,3,0.0002158829924602812,0.001513516977087628,J-S14-D95,mean_total_shift
topology × message_condition × seeding_regime,3,9.814278833664147e-05,0.0006880615032865707,J-S14-D95,mean_total_shift
topology × inoculation × seeding_regime,3,4.791286778328685e-05,0.00033590853074867114,J-S14-D95,mean_total_shift
message_condition × inoculation × seeding_regime,3,3.2056446966105545e-05,0.0002247420056363931,J-S14-D95,mean_total_shift
topology × message_condition × inoculation × seeding_regime,4,0.00011128857392656011,0.0007802242505264041,J-S14-D95,mean_total_shift
topology,1,0.002280045614713872,0.00989403891993633,J-S14-D95,mean_signed_shift
message_condition,1,0.21475768966159037,0.9319203642923747,J-S14-D95,mean_signed_shift
inoculation,1,0.005915774612096765,0.025670935649680766,J-S14-D95,mean_signed_shift
seeding_regime,1,0.004308985862204517,0.018698430220422165,J-S14-D95,mean_signed_shift
topology × message_condition,2,0.00013802086941649971,0.0005989283043101171,J-S14-D95,mean_signed_shift
topology × inoculation,2,0.001677509886723938,0.0072793930089453335,J-S14-D95,mean_signed_shift
topology × seeding_regime,2,4.6885176512988236e-05,0.00020345371960718605,J-S14-D95,mean_signed_shift
message_condition × inoculation,2,0.00033547207549314284,0.0014557488455762778,J-S14-D95,mean_signed_shift
message_condition × seeding_regime,2,0.00035401887943994903,0.0015362309196654653,J-S14-D95,mean_signed_shift
inoculation × seeding_regime,2,6.683792158353186e-06,2.9003674014570285e-05,J-S14-D95,mean_signed_shift
topology × message_condition × inoculation,3,0.00021196485997540537,0.0009198011481532117,J-S14-D95,mean_signed_shift
topology × message_condition × seeding_regime,3,0.00014797060961146968,0.0006421042460969843,J-S14-D95,mean_signed_shift
topology × inoculation × seeding_regime,3,4.2559590937520445e-05,0.000184683256525655,J-S14-D95,mean_signed_shift
message_condition × inoculation × seeding_regime,3,5.771542661639484e-05,0.00025045054955841336,J-S14-D95,mean_signed_shift
topology × message_condition × inoculation × seeding_regime,4,0.00016509945958562144,0.0007164332451329423,J-S14-D95,mean_signed_shift
topology,1,0.0004822567668249044,0.0029706175397557636,J-S14-D95,conversion_rate
message_condition,1,0.13542399406756503,0.8341881747549472,J-S14-D95,conversion_rate
inoculation,1,0.004543793101269002,0.02798897270538804,J-S14-D95,conversion_rate
seeding_regime,1,0.005175950263798271,0.03188295052814714,J-S14-D95,conversion_rate
topology × message_condition,2,0.0003054063799844131,0.0018812500135729766,J-S14-D95,conversion_rate
topology × inoculation,2,0.005089570459150536,0.03135086600301614,J-S14-D95,conversion_rate
topology × seeding_regime,2,0.0004939443333193076,0.0030426109101213505,J-S14-D95,conversion_rate
message_condition × inoculation,2,0.0005997772774676557,0.0036945233804034365,J-S14-D95,conversion_rate
message_condition × seeding_regime,2,0.0011804178653383735,0.007271168091848422,J-S14-D95,conversion_rate
inoculation × seeding_regime,2,0.00046300525974564237,0.002852031615139486,J-S14-D95,conversion_rate
topology × message_condition × inoculation,3,0.0020610451440263022,0.012695678477220694,J-S14-D95,conversion_rate
topology × message_condition × seeding_regime,3,0.0012706685207314883,0.007827096382187126,J-S14-D95,conversion_rate
topology × inoculation × seeding_regime,3,0.0009615928609946443,0.005923244245553014,J-S14-D95,conversion_rate
message_condition × inoculation × seeding_regime,3,0.0011782268496493553,0.007257671817491238,J-S14-D95,conversion_rate
topology × message_condition × inoculation × seeding_regime,4,0.003112611464591103,0.019173143535207958,J-S14-D95,conversion_rate
topology,1,5.080250759614424e-06,0.010298031551941006,J-S18-D05,mean_total_shift
message_condition,1,0.00041937301760320417,0.8500990938562026,J-S18-D05,mean_total_shift
inoculation,1,1.2361679664048945e-05,0.02505800859818685,J-S18-D05,mean_total_shift
seeding_regime,1,3.0584790950033688e-06,0.006199755821440424,J-S18-D05,mean_total_shift
topology × message_condition,2,5.722145405059789e-06,0.011599197896792857,J-S18-D05,mean_total_shift
topology × inoculation,2,2.645326858052942e-06,0.0053622666947829405,J-S18-D05,mean_total_shift
topology × seeding_regime,2,2.1974731279572033e-06,0.004454435160197347,J-S18-D05,mean_total_shift
message_condition × inoculation,2,1.1170215588835537e-06,0.0022642825722355123,J-S18-D05,mean_total_shift
message_condition × seeding_regime,2,1.2207065247444356e-06,0.002474459412005982,J-S18-D05,mean_total_shift
inoculation × seeding_regime,2,2.9191643002936905e-06,0.005917354770890443,J-S18-D05,mean_total_shift
topology × message_condition × inoculation,3,7.366878871004046e-06,0.01493319023856316,J-S18-D05,mean_total_shift
topology × message_condition × seeding_regime,3,6.57256915048796e-06,0.013323067638136853,J-S18-D05,mean_total_shift
topology × inoculation × seeding_regime,3,2.9418183555983383e-06,0.005963276160866159,J-S18-D05,mean_total_shift
message_condition × inoculation × seeding_regime,3,2.2496513280995936e-06,0.004560204102876588,J-S18-D05,mean_total_shift
topology × message_condition × inoculation × seeding_regime,4,1.849632607261591e-05,0.03749337552488142,J-S18-D05,mean_total_shift
topology,1,4.3555553851150335e-06,0.0033527833902434637,J-S18-D05,mean_signed_shift
message_condition,1,0.0011891110697322402,0.9153440815786107,J-S18-D05,mean_signed_shift
inoculation,1,3.209500497668417e-05,0.024705827404549463,J-S18-D05,mean_signed_shift
seeding_regime,1,2.7695417823323403e-07,0.0002131914960402669,J-S18-D05,mean_signed_shift
topology × message_condition,2,5.301845153003878e-06,0.004081210498983184,J-S18-D05,mean_signed_shift
topology × inoculation,2,9.047081522558523e-06,0.006964187566681958,J-S18-D05,mean_signed_shift
topology × seeding_regime,2,2.12131025412719e-06,0.0016329246575297407,J-S18-D05,mean_signed_shift
message_condition × inoculation,2,2.641144692803153e-06,0.0020330785110717208,J-S18-D05,mean_signed_shift
message_condition × seeding_regime,2,2.9395902543115533e-06,0.0022628134663283672,J-S18-D05,mean_signed_shift
inoculation × seeding_regime,2,1.59128477196044e-06,0.001224926026841331,J-S18-D05,mean_signed_shift
topology × message_condition × inoculation,3,6.422182786968355e-06,0.004943614734148605,J-S18-D05,mean_signed_shift
topology × message_condition × seeding_regime,3,8.892144105106248e-06,0.006844921123294168,J-S18-D05,mean_signed_shift
topology × inoculation × seeding_regime,3,4.914581208948727e-06,0.0037831056640164266,J-S18-D05,mean_signed_shift
message_condition × inoculation × seeding_regime,3,5.067301655893933e-06,0.0039006655461885876,J-S18-D05,mean_signed_shift
topology × message_condition × inoculation × seeding_regime,4,2.430937339274958e-05,0.018712668335472128,J-S18-D05,mean_signed_shift
topology,1,1.5303955865340783e-05,0.011363194969806038,J-S18-D05,conversion_rate
message_condition,1,0.00038490923250297446,0.2857952997966456,J-S18-D05,conversion_rate
inoculation,1,1.3651769802931662e-05,0.010136445982894156,J-S18-D05,conversion_rate
seeding_regime,1,2.08382045382564e-05,0.015472377408325189,J-S18-D05,conversion_rate
topology × message_condition,2,0.00010138732570405334,0.07528014061067283,J-S18-D05,conversion_rate
topology × inoculation,2,6.366868143395617e-05,0.04727402816437772,J-S18-D05,conversion_rate
topology × seeding_regime,2,6.895260325458848e-05,0.05119734278847674,J-S18-D05,conversion_rate
message_condition × inoculation,2,1.3144603202812821e-05,0.009759874525812545,J-S18-D05,conversion_rate
message_condition × seeding_regime,2,1.511335568723615e-05,0.011221674241169615,J-S18-D05,conversion_rate
inoculation × seeding_regime,2,1.0693619820213974e-05,0.007940018124677711,J-S18-D05,conversion_rate
