design,outcome,metric,lo95,median,hi95
CS-15,mean_signed_shift,omega,0.4940044260942687,0.5336196763195007,0.5791284655290958
CS-15,mean_signed_shift,shapley_rho__message_condition,0.24204628790832303,0.24499155807858136,0.24812225130068355
CS-15,mean_signed_shift,shapley_rho__seeding_regime,0.013589588538697017,0.013881954117017346,0.014154174477595012
CS-15,mean_signed_shift,shapley_share__message_condition,0.7061168466927672,0.7103328914797251,0.7145137608653357
CS-15,mean_signed_shift,shapley_share__seeding_regime,0.2772741829519717,0.2814413033232467,0.28565680406337646
CS-15,mean_signed_shift,tau,0.042640535433822624,0.04308229701915959,0.04351653532363971
CS-15,mean_total_shift,main_rho__message_condition,0.5682751941910206,0.5722199434394997,0.575891369052642
CS-15,mean_total_shift,main_rho__seeding_regime,0.016298234728235734,0.016516080506200702,0.01669401184672236
CS-15,mean_total_shift,main_share__message_condition,0.7489159044902886,0.7513445542327741,0.7539353457610697
CS-15,mean_total_shift,main_share__seeding_regime,0.2174484735535094,0.21956318087773274,0.22166223088483206
CS-15,mean_total_shift,omega,0.46897056228911177,0.5054733292853775,0.5476771150207137
CS-15,mean_total_shift,shapley_rho__message_condition,0.36894361660494535,0.37176062195669113,0.3743120812372256
CS-15,mean_total_shift,shapley_rho__seeding_regime,0.01634290649252647,0.016570155349925328,0.016759800207503242
CS-15,mean_total_shift,shapley_share__message_condition,0.7623051474239602,0.7645580767266607,0.7668953092529478
CS-15,mean_total_shift,shapley_share__seeding_regime,0.23037067072491887,0.23267461368616674,0.23490459659718543
CS-15,mean_total_shift,tau,0.06172017975490155,0.06204994612358342,0.062401978394506695
CS-30,conversion_rate,main_rho__message_condition,0.1919452389877402,0.19967006939509188,0.2079658153840642
CS-30,conversion_rate,main_rho__seeding_regime,0.037990895431267734,0.03930155145474479,0.040555736263547026
CS-30,conversion_rate,main_share__message_condition,0.3512994195131512,0.36101275875999284,0.3708457714667482
CS-30,conversion_rate,main_share__seeding_regime,0.5370649459409572,0.5474249870879409,0.5586609780250165
CS-30,conversion_rate,omega,0.5605896097725824,0.6114730334895598,0.6591309986441968
CS-30,conversion_rate,shapley_rho__message_condition,0.12157992016892331,0.12663758821402604,0.1318315583027525
CS-30,conversion_rate,shapley_rho__seeding_regime,0.037186107571486084,0.03846328387304127,0.039690618278897416
CS-30,conversion_rate,shapley_share__message_condition,0.39224028534300154,0.4025560076170398,0.4126523596357599
CS-30,conversion_rate,shapley_share__seeding_regime,0.5786353902728805,0.5884847583817071,0.5986808783203144
CS-30,conversion_rate,tau,0.05244309619458759,0.05393860779748726,0.05555944515370908
CS-30,mean_signed_shift,main_rho__message_condition,0.382186296185654,0.3862230079481871,0.39080605598304125
CS-30,mean_signed_shift,main_rho__seeding_regime,0.057155810421698344,0.05770496752640915,0.058226877965536786
CS-30,mean_signed_shift,main_share__message_condition,0.34678751628083065,0.34943473180512497,0.3522212256332317
CS-30,mean_signed_shift,main_share__seeding_regime,0.5674808239161684,0.5702621898978721,0.5728032630230787
CS-30,mean_signed_shift,omega,0.4748727844521183,0.5136875935900589,0.5590252853629551
CS-30,mean_signed_shift,shapley_rho__message_condition,0.2558375774211368,0.2585399129025484,0.2616131445485111
