design,outcome,factor,replications,splits,mean_B_total,mean_B_factor,split_sd_B_factor,split_q025_B_factor,split_q975_B_factor,positive_frequency,sign_stability,factor_ranking_agreement,q_point,rho_point,tau_point
CS-45,conversion_rate,topology,30,100,0.00040822090697731307,1.0911134188339114e-07,7.663496334506298e-08,-7.148611647879785e-08,2.1870186362048742e-07,0.89,0.89,1.0,2.661242206926504e-05,0.0382634186006512,0.09956569946311063
CS-45,conversion_rate,message_condition,30,100,0.00040822090697731307,9.912304443753328e-05,6.429164872756158e-08,9.898697530316395e-05,9.923409760084523e-05,1.0,1.0,1.0,0.024176261145988986,0.14106007572788884,0.09956569946311063
CS-45,conversion_rate,inoculation,30,100,0.00040822090697731307,3.79123508847839e-07,5.614654043979531e-08,2.51865578665875e-07,4.755505021905175e-07,1.0,1.0,1.0,9.24687998487097e-05,0.11878599665281231,0.09956569946311063
CS-45,conversion_rate,seeding_regime,30,100,0.00040822090697731307,0.0003086096276890487,6.497634711176543e-08,0.00030843674326318433,0.00030871109913916626,1.0,1.0,1.0,0.0752703570952037,0.09100116142293482,0.09956569946311063
CS-45-R,conversion_rate,topology,30,100,0.00046329721872969716,4.4522089666961346e-07,6.543288199180943e-08,3.128747076920229e-07,5.582927112641064e-07,1.0,1.0,1.0,0.00010859005316689217,0.15613109732655442,0.11299889558253237
CS-45-R,conversion_rate,message_condition,30,100,0.00046329721872969716,0.00011068956512906798,6.418735674501058e-08,0.00011055771980460396,0.00011080558721278805,1.0,1.0,1.0,0.02699735311683995,0.15752016625390458,0.11299889558253237
CS-45-R,conversion_rate,inoculation,30,100,0.00046329721872969716,8.999050394742896e-07,6.869579332376472e-08,7.51200374475398e-07,1.00174933655656e-06,1.0,1.0,1.0,0.00021948820644459384,0.2819559180903883,0.11299889558253237
CS-45-R,conversion_rate,seeding_regime,30,100,0.00046329721872969716,0.0003512625276644852,5.6411583469620906e-08,0.0003511508146454653,0.0003513583192157938,1.0,1.0,1.0,0.08567346420608092,0.10357842113089152,0.11299889558253237
D-A95,conversion_rate,topology,30,100,0.00030588555199954215,8.664440932098824e-07,1.1110027051234234e-07,6.171862023340546e-07,1.0520830992167492e-06,1.0,1.0,0.8,0.00021132703081010236,0.30384662547714414,0.07460595089556914
D-A95,conversion_rate,message_condition,30,100,0.00030588555199954215,0.0003016319368159198,1.0788079169836425e-07,0.0003014215084131442,0.0003018474713056927,1.0,1.0,0.8,0.07356848768933553,0.42924653990038664,0.07460595089556914
D-A95,conversion_rate,inoculation,30,100,0.00030588555199954215,1.7370301547635705e-06,9.824211676822205e-08,1.5639620430536441e-06,1.9121381876400524e-06,1.0,1.0,0.8,0.00042366429399257066,0.5442417928042333,0.07460595089556914
D-A95,conversion_rate,seeding_regime,30,100,0.00030588555199954215,1.6501409356489103e-06,1.0888206508537156e-07,1.4013947291066104e-06,1.8298364960819384e-06,1.0,1.0,0.8,0.0004024718814309195,0.0004865847601063287,0.07460595089556914
E-S,conversion_rate,topology,30,100,0.0031647307632276717,1.3222257973304747e-06,1.261750493674698e-07,1.0876655701280864e-06,1.5217384009681787e-06,1.0,1.0,1.0,0.000322492880960392,0.463681211270457,0.7718826416470108
E-S,conversion_rate,message_condition,30,100,0.0031647307632276717,0.00011017229601063418,1.2860568649863623e-07,0.00010995178583173796,0.00011038661935372863,1.0,1.0,1.0,0.026871190392914614,0.15678405063687514,0.7718826416470108
E-S,conversion_rate,inoculation,30,100,0.0031647307632276717,3.8238437928225615e-06,1.0895142368735722e-07,3.591537836332651e-06,4.006876400073197e-06,1.0,1.0,1.0,0.0009326413110223456,1.1980768413846856,0.7718826416470108
E-S,conversion_rate,seeding_regime,30,100,0.0031647307632276717,0.0030494123976268855,9.350439193531268e-08,0.003049208968389499,0.00304957755296132,1.0,1.0,1.0,0.7437563170621138,0.8991944675204644,0.7718826416470108
E-SD,conversion_rate,topology,60,100,5.21141956985358e-08,-1.1000135556876148e-09,3.3533827399775558e-09,-8.637103452622671e-09,3.850035409183441e-09,0.42,0.58,0.23,-2.682949775941475e-07,-0.00038575530665408217,1.2710731513245391e-05
E-SD,conversion_rate,message_condition,60,100,5.21141956985358e-08,5.5876607669085104e-08,3.779652105324236e-09,4.676622351672191e-08,6.107029514848838e-08,1.0,1.0,0.23,1.3628389509475703e-05,7.951691308458388e-05,1.2710731513245391e-05
E-SD,conversion_rate,inoculation,60,100,5.21141956985358e-08,-8.129500574036675e-10,3.1132693646374814e-09,-7.514835140186206e-09,4.556919601848303e-09,0.44,0.56,0.23,-1.982797541980633e-07,-0.0002547114081401182,1.2710731513245391e-05
E-SD,conversion_rate,seeding_regime,60,100,5.21141956985358e-08,-1.8494483574580192e-09,2.7500338216731704e-09,-7.049515416024763e-09,2.755443546033033e-09,0.31,0.69,0.23,-4.5108326443810097e-07,-5.453554698883142e-07,1.2710731513245391e-05
J-S06-D05,conversion_rate,topology,60,100,7.271304007803804e-09,2.0630541754378357e-10,1.276996158301356e-09,-2.4808619357426983e-09,2.266215675223829e-09,0.59,0.59,0.53,5.031820479963186e-08,7.234766262426045e-05,1.7734820955315263e-06
J-S06-D05,conversion_rate,message_condition,60,100,7.271304007803804e-09,9.420149464373697e-09,1.2893507373665145e-09,6.999714234575277e-09,1.1524666775264582e-08,1.0,1.0,0.53,2.2975887673473308e-06,1.3405631398357534e-05,1.7734820955315263e-06
J-S06-D05,conversion_rate,inoculation,60,100,7.271304007803804e-09,-1.0364829995739346e-09,1.1239389080133035e-09,-3.2138030086912007e-09,1.1392212133790813e-09,0.19,0.81,0.53,-2.527997784296164e-07,-0.00032474817109666567,1.7734820955315263e-06
J-S06-D05,conversion_rate,seeding_regime,60,100,7.271304007803804e-09,-1.318667874539741e-09,1.1084558140641276e-09,-3.7626709126195225e-09,6.538213894513313e-10,0.11,0.89,0.53,-3.216250981858198e-07,-3.888417513504802e-07,1.7734820955315263e-06
J-S06-D50,conversion_rate,topology,30,100,9.076466197758616e-07,-5.223255915253509e-09,2.2695087731446372e-08,-5.3549025403657234e-08,3.101732476033378e-08,0.45,0.55,0.58,-1.2739600539517392e-06,-0.001831703506655297,0.00022137638964271378
J-S06-D50,conversion_rate,message_condition,30,100,9.076466197758616e-07,9.830963854099647e-07,2.611175072539716e-08,9.363640291393637e-07,1.0326393150979802e-06,1.0,1.0,0.58,0.00023977870211933748,0.001399025336243944,0.00022137638964271378
J-S06-D50,conversion_rate,inoculation,30,100,9.076466197758616e-07,-4.1609467787895065e-08,2.086635206794704e-08,-8.819954234333877e-08,-7.204942654700561e-09,0.0,1.0,0.58,-1.0148612414943715e-05,-0.013036970765539953,0.00022137638964271378
J-S06-D50,conversion_rate,seeding_regime,30,100,9.076466197758616e-07,-2.861704193095443e-08,2.230183221750699e-08,-7.03884459728718e-08,9.906437417024135e-09,0.08,0.92,0.58,-6.9797400077282e-06,-8.43844073079153e-06,0.00022137638964271378
J-S06-D95,conversion_rate,topology,30,100,4.4236630994581065e-06,3.5234256178881505e-08,3.782163535804119e-08,-4.391513404886022e-08,9.495394823159952e-08,0.83,0.83,0.71,8.593688617001012e-06,0.012356030729563814,0.001078938151276941
J-S06-D95,conversion_rate,message_condition,30,100,4.4236630994581065e-06,4.186167045886535e-06,3.4562041811025456e-08,4.119471114590448e-06,4.246363981114305e-06,1.0,1.0,0.71,0.0010210125029590413,0.005957252865396778,0.001078938151276941
J-S06-D95,conversion_rate,inoculation,30,100,4.4236630994581065e-06,5.296455736990999e-08,3.967883413668887e-08,-2.7243772757145135e-08,1.1675433258387146e-07,0.88,0.88,0.71,1.2918136016934116e-05,0.016594718047370897,0.001078938151276941
J-S06-D95,conversion_rate,seeding_regime,30,100,4.4236630994581065e-06,1.4929724002278025e-07,3.261611065134455e-08,8.213012670024443e-08,2.073879378371212e-07,1.0,1.0,0.71,3.6413823683964695e-05,4.402397404464965e-05,0.001078938151276941
J-S14-D50,conversion_rate,topology,30,100,7.108233727619523e-06,4.53013405917211e-08,6.310101811065619e-08,-8.592544317165448e-08,1.437127990879426e-07,0.79,0.79,0.87,1.1049065801232927e-05,0.01588637925545989,0.0017337090064253975
J-S14-D50,conversion_rate,message_condition,30,100,7.108233727619523e-06,6.698234630946662e-06,6.172149588779132e-08,6.515470847246367e-06,6.783982650711455e-06,1.0,1.0,0.87,0.001633709603793759,0.009532127363984915,0.0017337090064253975
J-S14-D50,conversion_rate,inoculation,30,100,7.108233727619523e-06,2.188733208834307e-07,4.9372484561043366e-08,1.101958949225506e-07,2.972849554658093e-07,1.0,1.0,0.87,5.338353551985946e-05,0.06857682247365944,0.0017337090064253975
J-S14-D50,conversion_rate,seeding_regime,30,100,7.108233727619523e-06,1.458244351977086e-07,5.313057281804319e-08,5.150187997736806e-08,2.3763390840962186e-07,1.0,1.0,0.87,3.556680131054583e-05,4.299993187576722e-05,0.0017337090064253975
J-S14-D95,conversion_rate,topology,30,100,3.501578835774607e-05,6.177400194291039e-07,1.0512101873227968e-07,4.277944572223127e-07,8.086661384116798e-07,1.0,1.0,1.0,0.0001506677293336974,0.21663050368357897,0.008540403983485807
J-S14-D95,conversion_rate,message_condition,30,100,3.501578835774607e-05,3.144324122012365e-05,9.568757496970025e-08,3.123262809951689e-05,3.16066729178087e-05,1.0,1.0,1.0,0.007669054308487221,0.044746264733989995,0.008540403983485807
J-S14-D95,conversion_rate,inoculation,30,100,3.501578835774607e-05,1.6783058293304588e-06,9.868118487081644e-08,1.494433542325872e-06,1.8408767386709303e-06,1.0,1.0,1.0,0.00040934134179362305,0.5258424391330899,0.008540403983485807
J-S14-D95,conversion_rate,seeding_regime,30,100,3.501578835774607e-05,1.2765012888628572e-06,9.98387463952846e-08,1.0821187873495943e-06,1.455690012745941e-06,1.0,1.0,1.0,0.00031134060387126615,0.0003764078934097213,0.008540403983485807
J-S18-D05,conversion_rate,topology,60,100,5.617223435316202e-08,-3.4414313630960097e-09,4.328514954217997e-09,-1.2736676971778773e-08,4.527337307943338e-09,0.22,0.78,0.27,-8.393703383741274e-07,-0.0012068491373910658,1.3700493306897607e-05
J-S18-D05,conversion_rate,message_condition,60,100,5.617223435316202e-08,7.263595169060446e-08,4.727237457245279e-09,6.16964307027425e-08,7.984866684535424e-08,1.0,1.0,0.27,1.771601898049202e-05,0.00010336680944561713,1.3700493306897607e-05
J-S18-D05,conversion_rate,inoculation,60,100,5.617223435316202e-08,-6.201353376878173e-09,4.0269236623629545e-09,-1.4696353393738478e-08,5.657871274371692e-10,0.05,0.95,0.27,-1.512519510964471e-06,-0.0019429919914684176,1.3700493306897607e-05
J-S18-D05,conversion_rate,seeding_regime,60,100,5.617223435316202e-08,-6.82093259746826e-09,3.489907913908796e-09,-1.3832576510442615e-08,-1.4754102022792187e-09,0.01,0.99,0.27,-1.6636358242558168e-06,-2.0113202332838104e-06,1.3700493306897607e-05
J-S18-D50,conversion_rate,topology,30,100,1.4629937439804536e-05,1.9752141170449718e-07,7.213333907018806e-08,3.823138753296582e-08,3.0324571061264243e-07,0.99,0.99,0.93,4.8175772429000724e-05,0.06926726707034653,0.0035682639703131167
J-S18-D50,conversion_rate,message_condition,30,100,1.4629937439804536e-05,1.3332224696843651e-05,6.533024788669632e-08,1.3199810236116596e-05,1.3449500849721337e-05,1.0,1.0,0.93,0.0032517498605586326,0.018972829537566977,0.0035682639703131167
J-S18-D50,conversion_rate,inoculation,30,100,1.4629937439804536e-05,8.010715241883267e-07,6.856853839797852e-08,6.793944875269267e-07,9.215445655562603e-07,1.0,1.0,0.93,0.00019538256189858384,0.25098965685372115,0.0035682639703131167
J-S18-D50,conversion_rate,seeding_regime,30,100,1.4629937439804536e-05,2.9911980706806035e-07,6.734027719699447e-08,1.7147506628990988e-07,4.136787201541968e-07,1.0,1.0,0.93,7.295577542689962e-05,8.820285372050826e-05,0.0035682639703131167
J-S18-D95,conversion_rate,topology,30,100,7.728687980549475e-05,1.3376742263765532e-06,1.279111303605567e-07,1.106227155771892e-06,1.5782293099880594e-06,1.0,1.0,1.0,0.00032626077627709245,0.4690987022215287,0.018850387414339614
J-S18-D95,conversion_rate,message_condition,30,100,7.728687980549475e-05,6.985115226955449e-05,1.2127623239437857e-07,6.957608951966781e-05,7.006618678639576e-05,1.0,1.0,1.0,0.017036802170470298,0.09940381557825417,0.018850387414339614
J-S18-D95,conversion_rate,inoculation,30,100,7.728687980549475e-05,3.537300738086617e-06,1.2830486906767816e-07,3.3106369823116817e-06,3.751632926080742e-06,1.0,1.0,1.0,0.0008627530245983819,1.108297913023872,0.018850387414339614
J-S18-D95,conversion_rate,seeding_regime,30,100,7.728687980549475e-05,2.5607525714770897e-06,1.1821720618724084e-07,2.3181947536771736e-06,2.7581535671578386e-06,1.0,1.0,1.0,0.0006245714429938427,0.0007551010636517851,0.018850387414339614
NC-NoOp,conversion_rate,topology,30,100,0.004100015458923784,2.85158372863041e-06,1.3844340103084295e-07,2.5586334812725474e-06,3.0660092498300207e-06,1.0,1.0,1.0,0.0006955056041127524,1.0,1.0
NC-NoOp,conversion_rate,message_condition,30,100,0.004100015458923784,0.0007027009160887311,1.40675386389855e-07,0.0007023880435216934,0.0007029654971097111,1.0,1.0,1.0,0.17138982111867052,1.0,1.0
NC-NoOp,conversion_rate,inoculation,30,100,0.004100015458923784,3.1916515374782866e-06,1.2002021248323427e-07,2.915156624191072e-06,3.4186540159599193e-06,1.0,1.0,1.0,0.000778448659390193,1.0,1.0
NC-NoOp,conversion_rate,seeding_regime,30,100,0.004100015458923784,0.003391271307568944,1.02072216189151e-07,0.0033910675356262298,0.0033914509568175395,1.0,1.0,1.0,0.8271362246178265,1.0,1.0
PC-M01,conversion_rate,topology,30,100,3.886110191094731e-05,7.107333281236774e-08,4.1523271990189083e-08,4.056894142867699e-09,1.3658308194422686e-07,0.98,0.98,0.86,1.7334893861845056e-05,0.02492416129983447,0.009478281801685692
PC-M01,conversion_rate,message_condition,30,100,3.886110191094731e-05,3.545591318425705e-05,4.012043032635127e-08,3.539074345455737e-05,3.5532383074063266e-05,1.0,1.0,0.86,0.008647751097398033,0.0504566201245424,0.009478281801685692
PC-M01,conversion_rate,inoculation,30,100,3.886110191094731e-05,1.1370317488693763e-07,3.7353787471517255e-08,3.157465421352545e-08,1.8460637840815005e-07,1.0,1.0,0.86,2.7732377115666695e-05,0.0356251845014303,0.009478281801685692
PC-M01,conversion_rate,seeding_regime,30,100,3.886110191094731e-05,3.2204122189909614e-06,4.0410400754813834e-08,3.1317110874933337e-06,3.287940742544285e-06,1.0,1.0,0.86,0.000785463433310149,0.0009496179830270012,0.009478281801685692
PC-M05,conversion_rate,topology,30,100,1.3667786477312627e-05,1.3031031914147718e-08,1.455299209904634e-08,-1.8964815493205072e-08,3.4631318086449555e-08,0.84,0.84,0.85,3.1782884832264127e-06,0.004569752514476019,0.003333593888667994
PC-M05,conversion_rate,message_condition,30,100,1.3667786477312627e-05,3.003635004793563e-06,1.5737616372827658e-08,2.970619351500863e-06,3.026533027914233e-06,1.0,1.0,0.85,0.0007325911413958399,0.004274414528320167,0.003333593888667994
PC-M05,conversion_rate,inoculation,30,100,1.3667786477312627e-05,-1.1699801561259499e-09,1.2948942415954496e-08,-3.069801128108504e-08,1.9257506712462134e-08,0.53,0.47,0.85,-2.853599377483954e-07,-0.0003665751547082572,0.003333593888667994
PC-M05,conversion_rate,seeding_regime,30,100,1.3667786477312627e-05,1.065229042076104e-05,1.1712128142191707e-08,1.0623954938922591e-05,1.0667819446781143e-05,1.0,1.0,0.85,0.002598109818726676,0.0031410905983801124,0.003333593888667994
S-A06,conversion_rate,topology,30,100,0.00032703110652084583,2.728984684766212e-08,5.332948277734609e-08,-8.368854476984454e-08,1.0894950498940928e-07,0.71,0.71,1.0,6.656035110371377e-06,0.009570066827660427,0.07976338377189643
S-A06,conversion_rate,message_condition,30,100,0.00032703110652084583,7.402070655867123e-06,4.78823399808888e-08,7.303708445476221e-06,7.474068450002932e-06,1.0,1.0,1.0,0.001805376279681174,0.010533742715275544,0.07976338377189643
S-A06,conversion_rate,inoculation,30,100,0.00032703110652084583,2.0485094020712023e-07,4.336449120290323e-08,1.1847319485026057e-07,2.808051803322439e-07,1.0,1.0,1.0,4.9963455567285036e-05,0.0641833664488863,0.07976338377189643
S-A06,conversion_rate,seeding_regime,30,100,0.00032703110652084583,0.000319396895077924,3.7579036538540775e-08,0.0003193133242445509,0.000319450742978446,1.0,1.0,1.0,0.07790138800153762,0.09418205330993876,0.07976338377189643
S-A18,conversion_rate,topology,30,100,0.00677376953305108,6.037917104435536e-06,1.8121531263525646e-07,5.725903371420839e-06,6.3560617874159054e-06,1.0,1.0,1.0,0.0014726571557904403,2.1173907831685845,1.652132681184849
S-A18,conversion_rate,message_condition,30,100,0.00677376953305108,0.00024932429668995867,1.7161120314134096e-07,0.0002489532783281889,0.00024959201512703805,1.0,1.0,1.0,0.06081057478632142,0.35480855507875286,1.652132681184849
S-A18,conversion_rate,inoculation,30,100,0.00677376953305108,5.408675620766838e-06,1.8701241851544037e-07,5.0419614064880165e-06,5.673949266619499e-06,1.0,1.0,1.0,0.001319184201853367,1.6946322483062217,1.652132681184849
S-A18,conversion_rate,seeding_regime,30,100,0.00677376953305108,0.00651299864363592,1.3596344015392062e-07,0.006512700720999637,0.006513237112708975,1.0,1.0,1.0,1.588530265040884,1.9205183109648658,1.652132681184849
